Date,MKT_AP,HML_AP,SMB_AP,ESG_AP,HDY_AP,LOV_AP,MOM_AP,QLT_AP,MKT_EU,HML_EU,SMB_EU,ESG_EU,HDY_EU,LOV_EU,MOM_EU,QLT_EU,MKT_NA,HML_NA,SMB_NA,ESG_NA,HDY_NA,LOV_NA,MOM_NA,QLT_NA,MKT_World,HML_World,SMB_World,ESG_World,HDY_World,LOV_World,MOM_World,QLT_World,RF_World,RF_AP,RF_EU,RF_NA
1974-05-31,-0.03426354237366147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07144014393746057,0.0,0.0,0.0,0.0,0.0,0.0015617491938917372,0.0,-0.028703889249335868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0393188346327451,0.0,0.0,0.0,0.0,0.0,0.0301961238844084,0.0,-0.0050552922590836324,-0.0050552922590836324,-0.0050552922590836324,-0.0050552922590836324
1974-06-30,-0.03684012137080672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05673337959909086,0.0,0.0,0.0,0.0,0.0,0.020543447311318852,0.0,-0.02275519008155502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03048889876045413,0.0,0.0,0.0,0.0,0.0,-0.0025306222142101875,0.0,0.0063512226103525915,0.0063512226103525915,0.0063512226103525915,0.0063512226103525915
1974-07-31,-0.06386136280733734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015260053201143653,0.0,0.0,0.0,0.0,0.0,0.004869581849632265,0.0,-0.07486866218867771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058181337562780766,0.0,0.0,0.0,0.0,0.0,0.017949395405146062,0.0,0.005680025244556575,0.005680025244556575,0.005680025244556575,0.005680025244556575
1974-08-31,-0.10320675980286298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1095964195953455,0.0,0.0,0.0,0.0,0.0,0.029600975385164596,0.0,-0.09491003031497314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09536239205890329,0.0,0.0,0.0,0.0,0.0,0.019879435394474232,0.0,0.00784436774395969,0.00784436774395969,0.00784436774395969,0.00784436774395969
1974-09-30,-0.09638091081953948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10005329686420661,0.0,0.0,0.0,0.0,0.0,0.014032392483219525,0.0,-0.11461135458716887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09202225577595291,0.0,0.0,0.0,0.0,0.0,0.03651600325477511,0.0,0.004358655043586568,0.004358655043586568,0.004358655043586568,0.004358655043586568
1974-10-31,0.08621657651563708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034900982966254324,0.0,0.0,0.0,0.0,0.0,-0.02699080249104502,0.0,0.1550290885156802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09706592555469484,0.0,0.0,0.0,0.0,0.0,-0.1425088229664997,0.0,0.010849349039057765,0.010849349039057765,0.010849349039057765,0.010849349039057765
1974-11-30,-0.04564781797523554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028326180433003723,0.0,0.0,0.0,0.0,0.0,0.041118308457105845,0.0,-0.07787473099290321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014369069125189426,0.0,0.0,0.0,0.0,0.0,0.09168450536680006,0.0,0.03127874885004611,0.03127874885004611,0.03127874885004611,0.03127874885004611
1974-12-31,-0.03549381077437719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011261794027332295,0.0,0.0,0.0,0.0,0.0,-0.001074154016950546,0.0,-0.035111646951304754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015273769144879656,0.0,0.0,0.0,0.0,0.0,-0.009977497571625027,0.0,0.02022004162949753,0.02022004162949753,0.02022004162949753,0.02022004162949753
1975-01-31,0.11070495111104406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20012391402631402,-0.03781000000000012,0.0,0.0,0.0,0.0,-0.12922673102549598,0.0,0.08882027528858472,0.023749999999999938,0.0,0.0,0.0,0.0,-0.07011202817387696,0.0,0.14713747807111388,0.009709999999999885,0.0,0.0,0.0,0.0,-0.0997578444963374,0.0,0.03643252696006982,0.03643252696006982,0.03643252696006982,0.03643252696006982
1975-02-28,0.041768195336745695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08521897637923348,-0.007158108009670094,0.0,0.0,0.0,0.0,-0.03919108750534783,0.0,0.010394207287282464,-0.06118054473559398,0.0,0.0,0.0,0.0,-0.010927164654967347,0.0,0.08954764591240116,-0.03682907744230257,0.0,0.0,0.0,0.0,-0.01583517337151763,0.0,0.04777945057565547,0.04777945057565547,0.04777945057565547,0.04777945057565547
